Source,Study_ID,Publication_status,ISO3,Country_Territory,Longitude_decimal_degrees,Latitude_decimal_degrees,Biogeographic_region,Coastal_typology,Mean_diameter_cm,Mean_canopy_heigth_m,Stand_basal_area_m2.ha,Stand_density_stems.ha,Aboveground_biomass_Mg.ha,Number_of_species_in_plot,Notes
Trettin et al. 2017,3029_41,Published,TZA,Tanzania,39.283833,-7.811658,Indo West Pacific,II Small delta,27.52,27.83,22,349,201.15,1,
Trettin et al. 2017,3029_42,Published,TZA,Tanzania,39.300586,-7.778774,Indo West Pacific,II Small delta,13.85,6.6,17.53,1047,195.56,1,
Trettin et al. 2017,3029_43,Published,TZA,Tanzania,39.243489,-7.838769,Indo West Pacific,II Small delta,23.13,14.24,31.48,461,429.93,2,
Trettin et al. 2017,3029_44,Published,TZA,Tanzania,39.318936,-7.770334,Indo West Pacific,II Small delta,10.12,7.85,16.29,1645,147.45,2,
Trettin et al. 2017,3029_45,Published,TZA,Tanzania,39.268396,-7.820636,Indo West Pacific,II Small delta,8.9,7.97,16.34,2368,150.61,1,
Trettin et al. 2017,3029_46,Published,TZA,Tanzania,39.287271,-7.839953,Indo West Pacific,II Small delta,8.29,7.74,4.69,773,42.17,1,
Trettin et al. 2017,3029_47,Published,TZA,Tanzania,39.248947,-7.825887,Indo West Pacific,II Small delta,9,8.04,10.2,1396,83.82,1,
Trettin et al. 2017,3029_48,Published,TZA,Tanzania,39.282973,-7.798652,Indo West Pacific,II Small delta,16.04,16.59,31.58,1271,224.66,2,
Trettin et al. 2017,3029_5,Published,TZA,Tanzania,39.339099,-7.790236,Indo West Pacific,II Small delta,9.24,7.64,12.02,1421,101.31,1,
Trettin et al. 2017,3029_6,Published,TZA,Tanzania,39.297976,-7.76533,Indo West Pacific,II Small delta,6.91,5.44,5.31,1346,41.22,1,
Trettin et al. 2017,3029_7,Published,TZA,Tanzania,39.319382,-7.798374,Indo West Pacific,II Small delta,9.43,8.34,12.48,1471,121.22,2,
Trettin et al. 2017,3029_8,Published,TZA,Tanzania,39.316144,-7.810767,Indo West Pacific,II Small delta,10.01,7.94,9.3,947,84.25,2,
Trettin et al. 2017,3029_9,Published,TZA,Tanzania,39.298524,-7.762685,Indo West Pacific,II Small delta,10.75,7.99,16.08,1421,155.71,3,
Trettin et al. 2020,3028_1,Published,GAB,Gabon,9.860104,0.12413972,Atlantic East Pacific,III Tidal system,9.28,8.33,8.31,1097,54.86,1,
Trettin et al. 2020,3028_10,Published,GAB,Gabon,9.470357,0.10742444,Atlantic East Pacific,III Tidal system,16.89,18.05,16.21,481,238.72,1,
Trettin et al. 2020,3028_11,Published,GAB,Gabon,9.854378,0.11976921,Atlantic East Pacific,III Tidal system,10.01,7.34,7.76,922,50.41,1,
Trettin et al. 2020,3028_12,Published,GAB,Gabon,9.887209,0.12241083,Atlantic East Pacific,III Tidal system,5.6,3.17,0.18,75,0.69,1,
Trettin et al. 2020,3028_13,Published,GAB,Gabon,9.872913,0.10813056,Atlantic East Pacific,III Tidal system,7.24,3.22,0.85,199,4.03,1,
Trettin et al. 2020,3028_14,Published,GAB,Gabon,9.483135,0.11967944,Atlantic East Pacific,III Tidal system,15.78,12.93,23.64,702,397.1,1,
Trettin et al. 2020,3028_2,Published,GAB,Gabon,9.852652,0.10659611,Atlantic East Pacific,III Tidal system,11.07,10.69,19.34,1770,148.26,1,
Trettin et al. 2020,3028_3,Published,GAB,Gabon,9.818036,0.11686742,Atlantic East Pacific,III Tidal system,34.43,37.33,17.34,160,333.88,1,
Trettin et al. 2020,3028_4,Published,GAB,Gabon,9.89285,0.117175,Atlantic East Pacific,III Tidal system,17.89,18.72,46.43,1002,943.47,2,
Trettin et al. 2020,3028_5,Published,GAB,Gabon,9.766093,0.10730833,Atlantic East Pacific,III Tidal system,39.49,37.32,26.95,200,528.47,1,
Trettin et al. 2020,3028_6,Published,GAB,Gabon,9.773461,0.08782671,Atlantic East Pacific,III Tidal system,15.22,16.7,19.74,521,402.05,1,
Trettin et al. 2020,3028_7,Published,GAB,Gabon,9.499821,0.10696556,Atlantic East Pacific,III Tidal system,7.69,6.15,12.46,2387,73.2,1,
Trettin et al. 2020,3028_8,Published,GAB,Gabon,9.479884,0.09525889,Atlantic East Pacific,III Tidal system,6.28,6.22,5.84,1857,24.42,1,
Trettin et al. 2020,3028_9,Published,GAB,Gabon,9.481035,0.11406265,Atlantic East Pacific,III Tidal system,17.63,19.88,25.3,762,339.24,1,
Twilley and Rivera-Monroy unpublished ,108_1,Unpublished,VEN,Venezuela,-62.628619,10.128435,Atlantic East Pacific,II Small delta,28.7,NA,28.78,445,NA,3,
Twilley and Rivera-Monroy unpublished ,108_10,Unpublished,VEN,Venezuela,-62.628619,10.128435,Atlantic East Pacific,II Small delta,14.6,NA,11.72,702,NA,NA,
Twilley and Rivera-Monroy unpublished ,108_11,Unpublished,VEN,Venezuela,-62.628619,10.128435,Atlantic East Pacific,II Small delta,14.5,NA,11.21,676,NA,NA,
Twilley and Rivera-Monroy unpublished ,108_12,Unpublished,VEN,Venezuela,-62.628619,10.128435,Atlantic East Pacific,II Small delta,13.5,NA,8.98,629,NA,NA,
Twilley and Rivera-Monroy unpublished ,108_13,Unpublished,VEN,Venezuela,-62.628619,10.128435,Atlantic East Pacific,II Small delta,18,NA,19.25,758,NA,NA,
Twilley and Rivera-Monroy unpublished ,108_14,Unpublished,VEN,Venezuela,-62.628619,10.128435,Atlantic East Pacific,II Small delta,17,NA,12.31,543,NA,NA,
Twilley and Rivera-Monroy unpublished ,108_15,Unpublished,VEN,Venezuela,-62.628619,10.128435,Atlantic East Pacific,II Small delta,16.2,NA,23.88,1158,NA,NA,
Twilley and Rivera-Monroy unpublished ,108_16,Unpublished,VEN,Venezuela,-62.628619,10.128435,Atlantic East Pacific,II Small delta,15.9,NA,23.42,1181,NA,NA,
Twilley and Rivera-Monroy unpublished ,108_2,Unpublished,VEN,Venezuela,-62.628619,10.128435,Atlantic East Pacific,II Small delta,21.8,NA,23.72,635,NA,NA,
Twilley and Rivera-Monroy unpublished ,108_3,Unpublished,VEN,Venezuela,-62.628619,10.128435,Atlantic East Pacific,II Small delta,27.4,NA,29.42,499,NA,NA,
Twilley and Rivera-Monroy unpublished ,108_4,Unpublished,VEN,Venezuela,-62.628619,10.128435,Atlantic East Pacific,II Small delta,23.4,NA,22.44,520,NA,NA,
Twilley and Rivera-Monroy unpublished ,108_5,Unpublished,VEN,Venezuela,-62.628619,10.128435,Atlantic East Pacific,II Small delta,27.4,NA,25.26,429,NA,NA,
Twilley and Rivera-Monroy unpublished ,108_6,Unpublished,VEN,Venezuela,-62.628619,10.128435,Atlantic East Pacific,II Small delta,23.3,NA,19.81,464,NA,NA,
Twilley and Rivera-Monroy unpublished ,108_7,Unpublished,VEN,Venezuela,-62.628619,10.128435,Atlantic East Pacific,II Small delta,31.6,NA,28.93,368,NA,NA,
Twilley and Rivera-Monroy unpublished ,108_8,Unpublished,VEN,Venezuela,-62.628619,10.128435,Atlantic East Pacific,II Small delta,21.5,NA,19.14,529,NA,NA,
Twilley and Rivera-Monroy unpublished ,108_9,Unpublished,VEN,Venezuela,-62.628619,10.128435,Atlantic East Pacific,II Small delta,13.7,NA,9.58,647,NA,NA,
Twilley et al. 1986,11_1,Published,USA,United States,-81.754069,26.027759,Atlantic East Pacific,IV Lagoon,8.1,10.7,23.1,4480,64,NA,
Twilley et al. 1986,11_2,Published,USA,United States,-81.754069,26.027759,Atlantic East Pacific,IV Lagoon,8.03,8.3,15.6,3080,69.79,NA,
Twilley et al. 1986,11_3,Published,USA,United States,-81.754069,26.027759,Atlantic East Pacific,IV Lagoon,5.59,9.3,10.5,4280,52.63,NA,
Twilley et al. 1986,11_4,Published,USA,United States,-81.877296,26.46072,Atlantic East Pacific,IV Lagoon,11.54,NA,35.53,3400,NA,NA,
Twilley et al. 1986,11_5,Published,USA,United States,-81.877296,26.46072,Atlantic East Pacific,IV Lagoon,7.95,NA,12.91,2600,NA,NA,
Twilley et al. 1997,41_1,Published,ECU,Ecuador,-79.691193,-2.447785,Atlantic East Pacific,II Small delta,NA,20,NA,NA,300,2,
Twilley et al. 1997,41_2,Published,ECU,Ecuador,-79.689139,-2.436356,Atlantic East Pacific,II Small delta,NA,15,NA,NA,NA,2,
Twilley et al. 1997,41_3,Published,ECU,Ecuador,-79.687586,-2.428734,Atlantic East Pacific,II Small delta,NA,7,NA,NA,175,2,
Twilley unpublished,78,Unpublished,FSM,Micronesia,162.947363,5.330955,Indo West Pacific,II Small delta,27.2,14.5,38.2,658,298.55,NA,
Twilley unpublished,79,Unpublished,FSM,Micronesia,162.947363,5.330955,Indo West Pacific,II Small delta,25.5,17.4,27.3,533,256.04,NA,
Twilley unpublished,80,Unpublished,FSM,Micronesia,162.947363,5.330955,Indo West Pacific,II Small delta,36.3,13.8,32.6,316,242.49,NA,
Twilley unpublished,81,Unpublished,FSM,Micronesia,162.961675,5.277979,Indo West Pacific,II Small delta,28.2,19.4,36.5,586,381.67,NA,
Twilley unpublished,82,Unpublished,FSM,Micronesia,162.961675,5.277979,Indo West Pacific,II Small delta,31.3,18.9,29.6,386,301.54,NA,
Twilley unpublished,83,Unpublished,FSM,Micronesia,162.961675,5.277979,Indo West Pacific,II Small delta,38.7,27.2,42.1,358,617.22,NA,
Ukpong 1995; Ukpong 2000,514_1,Published,NGA,Nigeria,8.265612,4.94065,Atlantic East Pacific,III Tidal system,NA,NA,17.5,NA,NA,5,
Ukpong 1995; Ukpong 2000,514_2,Published,NGA,Nigeria,8.265612,4.94065,Atlantic East Pacific,III Tidal system,NA,NA,11.4,NA,NA,5,
Ukpong 1995; Ukpong 2000,514_3,Published,NGA,Nigeria,8.265612,4.94065,Atlantic East Pacific,III Tidal system,NA,NA,12.8,NA,NA,5,
Ukpong 1995; Ukpong 2000,514_4,Published,NGA,Nigeria,8.265612,4.94065,Atlantic East Pacific,III Tidal system,NA,NA,20,NA,NA,5,
Ukpong 1995; Ukpong 2000,514_5,Published,NGA,Nigeria,8.265612,4.94065,Atlantic East Pacific,III Tidal system,NA,NA,9.4,NA,NA,5,
Ukpong 1995; Ukpong 2000,514_6,Published,NGA,Nigeria,8.265612,4.94065,Atlantic East Pacific,III Tidal system,NA,NA,9.8,NA,NA,5,
Ukpong 1997,517,Published,NGA,Nigeria,8.289469,4.906215,Atlantic East Pacific,III Tidal system,16,5.7,21.2,1083,65.13,4,
Umnouysin et al. 2017,567_1,Published,THA,Thailand,102.553339,12.216348,Indo West Pacific,III Tidal system,12.9,12.4,23.13,1770,189.3,4,
Umnouysin et al. 2017,567_2,Published,THA,Thailand,102.553339,12.216348,Indo West Pacific,III Tidal system,13.6,11.5,12.81,882,156.8,3,
Umnouysin et al. 2017,567_3,Published,THA,Thailand,102.553339,12.216348,Indo West Pacific,III Tidal system,13.3,13.3,23.87,1718,257.7,6,
Umnouysin et al. 2017,567_4,Published,THA,Thailand,102.553339,12.216348,Indo West Pacific,III Tidal system,9.6,9.6,25.37,3505,222.1,4,
Unpublished data from Rovai et al. 2018,583_1,Unpublished,CRI,Costa Rica,-84.914033,9.824509,Atlantic East Pacific,II Small delta,NA,NA,NA,NA,NA,1,
Unpublished data from Rovai et al. 2018,583_10,Unpublished,BRA,Brazil,-39.332558,-17.769699,Atlantic East Pacific,III Tidal system,NA,NA,NA,NA,NA,4,
Unpublished data from Rovai et al. 2018,583_11,Unpublished,BRA,Brazil,-39.215733,-17.773427,Atlantic East Pacific,III Tidal system,NA,NA,NA,NA,NA,4,
Unpublished data from Rovai et al. 2018,583_12,Unpublished,BRA,Brazil,-39.331621,-17.788452,Atlantic East Pacific,III Tidal system,NA,NA,NA,NA,NA,3,
Unpublished data from Rovai et al. 2018,583_16,Unpublished,BRA,Brazil,-48.630632,-25.870301,Atlantic East Pacific,III Tidal system,NA,NA,NA,NA,NA,3,
Unpublished data from Rovai et al. 2018,583_17,Unpublished,BRA,Brazil,-48.623635,-26.183504,Atlantic East Pacific,III Tidal system,NA,NA,NA,NA,NA,3,
Unpublished data from Rovai et al. 2018,583_18,Unpublished,BRA,Brazil,-48.522762,-27.452245,Atlantic East Pacific,III Tidal system,NA,NA,NA,NA,NA,3,
Unpublished data from Rovai et al. 2018,583_19,Unpublished,USA,United States,-81.652519,25.927605,Atlantic East Pacific,IV Lagoon,NA,NA,NA,NA,NA,3,
Unpublished data from Rovai et al. 2018,583_2,Unpublished,CRI,Costa Rica,-84.917696,9.826671,Atlantic East Pacific,II Small delta,NA,NA,NA,NA,NA,1,
Unpublished data from Rovai et al. 2018,583_20,Unpublished,USA,United States,-81.734164,26.020741,Atlantic East Pacific,IV Lagoon,NA,NA,NA,NA,NA,3,
Unpublished data from Rovai et al. 2018,583_21,Unpublished,USA,United States,-82.150279,26.47816,Atlantic East Pacific,IV Lagoon,NA,NA,NA,NA,NA,3,
Unpublished data from Rovai et al. 2018,583_22,Unpublished,USA,United States,-80.905646,25.182819,Atlantic East Pacific,V Carbonate,NA,NA,NA,NA,NA,3,
Unpublished data from Rovai et al. 2018,583_23,Unpublished,USA,United States,-80.955321,25.299336,Atlantic East Pacific,V Carbonate,NA,NA,NA,NA,NA,3,
Unpublished data from Rovai et al. 2018,583_28,Unpublished,BRA,Brazil,-38.91,-13.49,Atlantic East Pacific,III Tidal system,NA,NA,NA,NA,NA,3,
Unpublished data from Rovai et al. 2018,583_29,Unpublished,BRA,Brazil,-38.91,-13.47,Atlantic East Pacific,III Tidal system,NA,NA,NA,NA,NA,3,
Unpublished data from Rovai et al. 2018,583_3,Unpublished,CRI,Costa Rica,-84.920191,9.827158,Atlantic East Pacific,II Small delta,NA,NA,NA,NA,NA,1,
Unpublished data from Rovai et al. 2018,583_30,Unpublished,BRA,Brazil,-38.89,-13.45,Atlantic East Pacific,III Tidal system,NA,NA,NA,NA,NA,3,
Unpublished data from Rovai et al. 2018,583_31,Unpublished,BRA,Brazil,-47.51,-24.69,Atlantic East Pacific,IV Lagoon,NA,NA,NA,NA,NA,3,
Unpublished data from Rovai et al. 2018,583_32,Unpublished,BRA,Brazil,-47.92,-25.02,Atlantic East Pacific,IV Lagoon,NA,NA,NA,NA,NA,3,
Unpublished data from Rovai et al. 2018,583_33,Unpublished,BRA,Brazil,-48.02,-25.23,Atlantic East Pacific,IV Lagoon,NA,NA,NA,NA,NA,3,
Unpublished data from Rovai et al. 2018,583_7,Unpublished,USA,United States,-80.456374,25.202916,Atlantic East Pacific,V Carbonate,NA,NA,NA,NA,NA,1,
Unpublished data from Rovai et al. 2018,583_8,Unpublished,USA,United States,-80.642399,25.204705,Atlantic East Pacific,V Carbonate,NA,NA,NA,NA,NA,1,
Unpublished data from Rovai et al. 2018,583_9,Unpublished,USA,United States,-80.531304,25.214869,Atlantic East Pacific,V Carbonate,NA,NA,NA,NA,NA,2,
Unpublished data set from Friess et al. 2016,3033_1,Unpublished,SGP,Singapore,103.9526,1.377517,Indo West Pacific,III Tidal system,NA,NA,NA,NA,182,NA,
Unpublished data set from Friess et al. 2016,3033_2,Unpublished,SGP,Singapore,103.9526,1.377517,Indo West Pacific,III Tidal system,NA,NA,NA,NA,266,NA,
Unpublished data set from Friess et al. 2016,3033_3,Unpublished,SGP,Singapore,103.951817,1.37755,Indo West Pacific,III Tidal system,NA,NA,NA,NA,66,NA,
Unpublished data set from Friess et al. 2016,3033_4,Unpublished,SGP,Singapore,103.952583,1.377767,Indo West Pacific,III Tidal system,NA,NA,NA,NA,52,NA,
Unpublished data set from Friess et al. 2016,3067_1,Unpublished,SGP,Singapore,103.95204,1.37906,Indo West Pacific,III Tidal system,5.04,6.99,40.91,6500,154.13,NA,
Unpublished data set from Friess et al. 2016,3067_10,Unpublished,SGP,Singapore,103.95518,1.413,Indo West Pacific,III Tidal system,8.71,10.37,18.61,2200,104.02,NA,
Unpublished data set from Friess et al. 2016,3067_11,Unpublished,SGP,Singapore,103.95579,1.41343,Indo West Pacific,III Tidal system,10.2,10.61,33.34,3000,190.66,NA,
Unpublished data set from Friess et al. 2016,3067_12,Unpublished,SGP,Singapore,103.9548,1.41326,Indo West Pacific,III Tidal system,7.44,9.96,19.37,3300,103.99,NA,
Unpublished data set from Friess et al. 2016,3067_13,Unpublished,SGP,Singapore,103.95467,1.41197,Indo West Pacific,III Tidal system,10.75,12.08,19.45,1900,126.64,NA,
Unpublished data set from Friess et al. 2016,3067_14,Unpublished,SGP,Singapore,103.95467,1.41254,Indo West Pacific,III Tidal system,8.48,10.63,19.57,2200,112.13,NA,
Unpublished data set from Friess et al. 2016,3067_15,Unpublished,SGP,Singapore,103.95543,1.4144,Indo West Pacific,III Tidal system,8.19,9.93,23.57,2700,126.15,NA,
Unpublished data set from Friess et al. 2016,3067_16,Unpublished,SGP,Singapore,103.95568,1.41477,Indo West Pacific,III Tidal system,9.8,11.71,27.16,2300,171.43,NA,
Unpublished data set from Friess et al. 2016,3067_17,Unpublished,SGP,Singapore,103.73417,1.44427,Indo West Pacific,III Tidal system,14.18,11.13,12.27,600,73.61,NA,
Unpublished data set from Friess et al. 2016,3067_18,Unpublished,SGP,Singapore,103.73312,1.44452,Indo West Pacific,III Tidal system,17.13,11,11.51,300,68.24,NA,
Unpublished data set from Friess et al. 2016,3067_19,Unpublished,SGP,Singapore,103.7331,1.44519,Indo West Pacific,III Tidal system,18.87,13.07,10.73,200,75.59,NA,
Unpublished data set from Friess et al. 2016,3067_2,Unpublished,SGP,Singapore,108.95293,1.37842,Indo West Pacific,II Small delta,9.19,10.45,18.5,2100,104.2,NA,
Unpublished data set from Friess et al. 2016,3067_20,Unpublished,SGP,Singapore,103.732249,1.44554,Indo West Pacific,III Tidal system,18.79,13.58,55.15,1000,403.68,NA,
Unpublished data set from Friess et al. 2016,3067_21,Unpublished,SGP,Singapore,103.73242,1.44544,Indo West Pacific,III Tidal system,12.37,9.89,41.57,1200,221.6,NA,
Unpublished data set from Friess et al. 2016,3067_22,Unpublished,SGP,Singapore,103.73246,1.44526,Indo West Pacific,III Tidal system,9.87,8.73,32.08,1200,150.95,NA,
Unpublished data set from Friess et al. 2016,3067_23,Unpublished,SGP,Singapore,103.734,1.44376,Indo West Pacific,III Tidal system,8.27,7.64,16.11,1700,66.34,NA,
Unpublished data set from Friess et al. 2016,3067_24,Unpublished,SGP,Singapore,103.7345,1.44402,Indo West Pacific,III Tidal system,8.02,8.66,12.72,2000,59.37,NA,
Unpublished data set from Friess et al. 2016,3067_3,Unpublished,SGP,Singapore,103.95283,1.37812,Indo West Pacific,III Tidal system,9.03,11.65,25.46,3200,159.87,NA,
Unpublished data set from Friess et al. 2016,3067_4,Unpublished,SGP,Singapore,103.95248,1.37812,Indo West Pacific,III Tidal system,7.19,9.72,14.95,2200,78.32,NA,
Unpublished data set from Friess et al. 2016,3067_5,Unpublished,SGP,Singapore,103.95279,1.37802,Indo West Pacific,III Tidal system,9.19,10.66,29.38,3400,168.81,NA,
Unpublished data set from Friess et al. 2016,3067_6,Unpublished,SGP,Singapore,103.95217,1.37808,Indo West Pacific,III Tidal system,5.17,7.72,1.83,5600,7.61,NA,
Unpublished data set from Friess et al. 2016,3067_7,Unpublished,SGP,Singapore,103.95259,1.37753,Indo West Pacific,III Tidal system,9.09,9.9,16.11,1500,85.96,NA,
Unpublished data set from Friess et al. 2016,3067_8,Unpublished,SGP,Singapore,103.95207,1.37751,Indo West Pacific,III Tidal system,9.5,10.62,27.89,2800,159.65,NA,
Unpublished data set from Friess et al. 2016,3067_9,Unpublished,SGP,Singapore,103.95526,1.41304,Indo West Pacific,III Tidal system,8.54,11.6,19.4,2300,121.3,NA,
Unpublished data set from Mackenzie et al. 2016,3030_1,Unpublished,PLW,Palau,134.5071,7.411976,Indo West Pacific,II Small delta,14.54,8.9,24.82,1496,119.58,3,
Unpublished data set from Mackenzie et al. 2016,3030_10,Unpublished,PLW,Palau,134.5087,7.408486,Indo West Pacific,II Small delta,32.31,8.8,46.96,573,222.22,2,
Unpublished data set from Mackenzie et al. 2016,3030_100,Unpublished,PLW,Palau,134.5425,7.57806,Indo West Pacific,II Small delta,15.43,6.3,28.57,1528,96.44,3,
Unpublished data set from Mackenzie et al. 2016,3030_101,Unpublished,PLW,Palau,134.5425,7.57806,Indo West Pacific,II Small delta,19.86,8,27.59,891,118.34,3,
Unpublished data set from Mackenzie et al. 2016,3030_11,Unpublished,PLW,Palau,134.5052,7.407849,Indo West Pacific,II Small delta,25.77,9.7,71.35,1369,373.86,2,
Unpublished data set from Mackenzie et al. 2016,3030_12,Unpublished,PLW,Palau,134.5057,7.407515,Indo West Pacific,II Small delta,17.62,9.2,20.95,859,103.39,2,
Unpublished data set from Mackenzie et al. 2016,3030_13,Unpublished,PLW,Palau,134.5063,7.407227,Indo West Pacific,II Small delta,8.64,6.4,10.82,1846,37.32,2,
Unpublished data set from Mackenzie et al. 2016,3030_14,Unpublished,PLW,Palau,134.507,7.406874,Indo West Pacific,II Small delta,7.84,5.9,3.38,700,10.81,2,
Unpublished data set from Mackenzie et al. 2016,3030_15,Unpublished,PLW,Palau,134.5075,7.406522,Indo West Pacific,II Small delta,6.65,5.4,2.1,605,6.16,2,
Unpublished data set from Mackenzie et al. 2016,3030_16,Unpublished,PLW,Palau,134.508,7.406197,Indo West Pacific,II Small delta,9.62,5.9,4.63,637,14.71,2,
Unpublished data set from Mackenzie et al. 2016,3030_17,Unpublished,PLW,Palau,134.5103,7.384671,Indo West Pacific,II Small delta,20.52,9.6,64.19,1942,331.88,5,
Unpublished data set from Mackenzie et al. 2016,3030_18,Unpublished,PLW,Palau,134.511,7.384672,Indo West Pacific,II Small delta,22.34,9.4,68.6,1751,346.83,5,
Unpublished data set from Mackenzie et al. 2016,3030_19,Unpublished,PLW,Palau,134.5116,7.384601,Indo West Pacific,II Small delta,11.62,8.4,15.86,1496,71.47,5,
Unpublished data set from Mackenzie et al. 2016,3030_2,Unpublished,PLW,Palau,134.5078,7.411588,Indo West Pacific,II Small delta,19.17,10.7,38.58,1337,223.39,3,
Unpublished data set from Mackenzie et al. 2016,3030_20,Unpublished,PLW,Palau,134.5123,7.384628,Indo West Pacific,II Small delta,6.38,5.2,10.16,3183,28.2,5,
Unpublished data set from Mackenzie et al. 2016,3030_21,Unpublished,PLW,Palau,134.513,7.384584,Indo West Pacific,II Small delta,10.01,4.9,5.5,700,14.65,5,
Unpublished data set from Mackenzie et al. 2016,3030_22,Unpublished,PLW,Palau,134.5105,7.382636,Indo West Pacific,II Small delta,17.12,9.4,50.52,2196,256.48,4,
Unpublished data set from Mackenzie et al. 2016,3030_23,Unpublished,PLW,Palau,134.5113,7.38261,Indo West Pacific,II Small delta,13.83,8.3,17.68,1178,79.37,4,
Unpublished data set from Mackenzie et al. 2016,3030_24,Unpublished,PLW,Palau,134.5119,7.382665,Indo West Pacific,II Small delta,10.08,6.5,21.82,2737,76.72,4,
Unpublished data set from Mackenzie et al. 2016,3030_25,Unpublished,PLW,Palau,134.5125,7.382666,Indo West Pacific,II Small delta,7.46,6,1.95,446,6.26,4,
Unpublished data set from Mackenzie et al. 2016,3030_26,Unpublished,PLW,Palau,134.5138,7.382523,Indo West Pacific,II Small delta,13.09,7.7,19.26,1432,80.08,4,
Unpublished data set from Mackenzie et al. 2016,3030_27,Unpublished,PLW,Palau,134.5099,7.380637,Indo West Pacific,II Small delta,19.43,9.6,34.91,1178,179.86,5,
Unpublished data set from Mackenzie et al. 2016,3030_28,Unpublished,PLW,Palau,134.5105,7.380592,Indo West Pacific,II Small delta,15.3,8.4,33.33,1814,151.26,5,
Unpublished data set from Mackenzie et al. 2016,3030_29,Unpublished,PLW,Palau,134.5112,7.380575,Indo West Pacific,II Small delta,9.57,6.4,13.05,1814,44.97,5,
Unpublished data set from Mackenzie et al. 2016,3030_3,Unpublished,PLW,Palau,134.5083,7.411227,Indo West Pacific,II Small delta,13.78,8.7,25.14,1687,118.03,3,
Unpublished data set from Mackenzie et al. 2016,3030_30,Unpublished,PLW,Palau,134.5119,7.380503,Indo West Pacific,II Small delta,12.2,8.3,18.61,1592,83.13,5,
